species,season,abundance,longitude,latitude
black-marlin,jul-sept,0,152.5,-39.5
black-marlin,jul-sept,0,151.5,-38.5
black-marlin,jul-sept,0,152.5,-38.5
black-marlin,jul-sept,0,153.5,-38.5
black-marlin,jul-sept,0,154.5,-38.5
black-marlin,jul-sept,0,-167.5,-37.5
black-marlin,jul-sept,0,150.5,-37.5
black-marlin,jul-sept,0,151.5,-37.5
black-marlin,jul-sept,0,152.5,-37.5
black-marlin,jul-sept,0,153.5,-37.5
black-marlin,jul-sept,0,154.5,-37.5
black-marlin,jul-sept,0,178.5,-37.5
black-marlin,jul-sept,0,179.5,-37.5
black-marlin,jul-sept,0,-168.5,-36.5
black-marlin,jul-sept,0,95.5,-36.5
black-marlin,jul-sept,0,96.5,-36.5
black-marlin,jul-sept,0,150.5,-36.5
black-marlin,jul-sept,0,151.5,-36.5
black-marlin,jul-sept,0,152.5,-36.5
black-marlin,jul-sept,0,153.5,-36.5
black-marlin,jul-sept,0,154.5,-36.5
black-marlin,jul-sept,0,155.5,-36.5
black-marlin,jul-sept,0,176.5,-36.5
black-marlin,jul-sept,0,177.5,-36.5
black-marlin,jul-sept,0,179.5,-36.5
black-marlin,jul-sept,0,-179.5,-35.5
black-marlin,jul-sept,0,153.5,-35.5
black-marlin,jul-sept,0,175.5,-35.5
black-marlin,jul-sept,0,176.5,-35.5
black-marlin,jul-sept,0,177.5,-35.5
black-marlin,jul-sept,0,178.5,-35.5
black-marlin,jul-sept,0,179.5,-35.5
black-marlin,jul-sept,0,-179.5,-34.5
black-marlin,jul-sept,0,166.5,-34.5
black-marlin,jul-sept,0,176.5,-34.5
black-marlin,jul-sept,0,177.5,-34.5
black-marlin,jul-sept,0,-162.5,-33.5
black-marlin,jul-sept,0,-172.5,-32.5
black-marlin,jul-sept,0,-171.5,-32.5
black-marlin,jul-sept,0,14.5,-32.5
black-marlin,jul-sept,0,153.5,-32.5
black-marlin,jul-sept,0,156.5,-32.5
black-marlin,jul-sept,0,157.5,-32.5
black-marlin,jul-sept,0,-171.5,-31.5
black-marlin,jul-sept,0,157.5,-31.5
black-marlin,jul-sept,0,161.5,-31.5
black-marlin,jul-sept,0,153.5,-30.5
black-marlin,jul-sept,0,158.5,-30.5
black-marlin,jul-sept,0,160.5,-30.5
black-marlin,jul-sept,0,161.5,-30.5
black-marlin,jul-sept,0,-169.5,-29.5
black-marlin,jul-sept,0,-168.5,-29.5
black-marlin,jul-sept,0,154.5,-29.5
black-marlin,jul-sept,0,156.5,-29.5
black-marlin,jul-sept,0,160.5,-29.5
black-marlin,jul-sept,0,161.5,-29.5
black-marlin,jul-sept,0,163.5,-29.5
black-marlin,jul-sept,0,168.5,-29.5
black-marlin,jul-sept,0,-174.5,-28.5
black-marlin,jul-sept,0,-170.5,-28.5
black-marlin,jul-sept,0,-169.5,-28.5
black-marlin,jul-sept,0,-152.5,-28.5
black-marlin,jul-sept,0,-151.5,-28.5
black-marlin,jul-sept,0,154.5,-28.5
black-marlin,jul-sept,0,158.5,-28.5
black-marlin,jul-sept,0,159.5,-28.5
black-marlin,jul-sept,0,160.5,-28.5
black-marlin,jul-sept,0,161.5,-28.5
black-marlin,jul-sept,0,162.5,-28.5
black-marlin,jul-sept,0,163.5,-28.5
black-marlin,jul-sept,0,164.5,-28.5
black-marlin,jul-sept,0,165.5,-28.5
black-marlin,jul-sept,0,166.5,-28.5
black-marlin,jul-sept,0,168.5,-28.5
black-marlin,jul-sept,0,-178.5,-27.5
black-marlin,jul-sept,0,-176.5,-27.5
black-marlin,jul-sept,0,-175.5,-27.5
black-marlin,jul-sept,0,-174.5,-27.5
black-marlin,jul-sept,0,-154.5,-27.5
black-marlin,jul-sept,0,-150.5,-27.5
black-marlin,jul-sept,0,153.5,-27.5
black-marlin,jul-sept,0,154.5,-27.5
black-marlin,jul-sept,0,155.5,-27.5
black-marlin,jul-sept,0,157.5,-27.5
black-marlin,jul-sept,0,158.5,-27.5
black-marlin,jul-sept,0,159.5,-27.5
black-marlin,jul-sept,0,160.5,-27.5
black-marlin,jul-sept,0,161.5,-27.5
black-marlin,jul-sept,0,162.5,-27.5
black-marlin,jul-sept,0,163.5,-27.5
black-marlin,jul-sept,0,165.5,-27.5
black-marlin,jul-sept,0,166.5,-27.5
black-marlin,jul-sept,0,167.5,-27.5
black-marlin,jul-sept,0,168.5,-27.5
black-marlin,jul-sept,0,169.5,-27.5
black-marlin,jul-sept,0,176.5,-27.5
black-marlin,jul-sept,0,-179.5,-26.5
black-marlin,jul-sept,0,-178.5,-26.5
black-marlin,jul-sept,0,-176.5,-26.5
black-marlin,jul-sept,0,-175.5,-26.5
black-marlin,jul-sept,0,-174.5,-26.5
black-marlin,jul-sept,0,-173.5,-26.5
black-marlin,jul-sept,0,6.5,-26.5
black-marlin,jul-sept,0,7.5,-26.5
black-marlin,jul-sept,0,111.5,-26.5
black-marlin,jul-sept,0,112.5,-26.5
black-marlin,jul-sept,0,153.5,-26.5
black-marlin,jul-sept,0,154.5,-26.5
black-marlin,jul-sept,0,155.5,-26.5
black-marlin,jul-sept,0,156.5,-26.5
black-marlin,jul-sept,0,157.5,-26.5
black-marlin,jul-sept,0,158.5,-26.5
black-marlin,jul-sept,0,159.5,-26.5
black-marlin,jul-sept,0,160.5,-26.5
black-marlin,jul-sept,0,161.5,-26.5
black-marlin,jul-sept,0,162.5,-26.5
black-marlin,jul-sept,0,163.5,-26.5
black-marlin,jul-sept,0,165.5,-26.5
black-marlin,jul-sept,0,166.5,-26.5
black-marlin,jul-sept,0,167.5,-26.5
black-marlin,jul-sept,0,168.5,-26.5
black-marlin,jul-sept,0,169.5,-26.5
black-marlin,jul-sept,0,175.5,-26.5
black-marlin,jul-sept,0,176.5,-26.5
black-marlin,jul-sept,0,-177.5,-25.5
black-marlin,jul-sept,0,62.5,-25.5
black-marlin,jul-sept,0,110.5,-25.5
black-marlin,jul-sept,0,111.5,-25.5
black-marlin,jul-sept,0,112.5,-25.5
black-marlin,jul-sept,0,153.5,-25.5
black-marlin,jul-sept,0,154.5,-25.5
black-marlin,jul-sept,0,155.5,-25.5
black-marlin,jul-sept,0,156.5,-25.5
black-marlin,jul-sept,0,157.5,-25.5
black-marlin,jul-sept,0,158.5,-25.5
black-marlin,jul-sept,0,159.5,-25.5
black-marlin,jul-sept,0,160.5,-25.5
black-marlin,jul-sept,0,161.5,-25.5
black-marlin,jul-sept,0,162.5,-25.5
black-marlin,jul-sept,0,163.5,-25.5
black-marlin,jul-sept,0,164.5,-25.5
black-marlin,jul-sept,0,167.5,-25.5
black-marlin,jul-sept,0,168.5,-25.5
black-marlin,jul-sept,0,169.5,-25.5
black-marlin,jul-sept,0,174.5,-25.5
black-marlin,jul-sept,0,175.5,-25.5
black-marlin,jul-sept,0,176.5,-25.5
black-marlin,jul-sept,0,-177.5,-24.5
black-marlin,jul-sept,0,111.5,-24.5
black-marlin,jul-sept,0,112.5,-24.5
black-marlin,jul-sept,0,153.5,-24.5
black-marlin,jul-sept,0,154.5,-24.5
black-marlin,jul-sept,0,155.5,-24.5
black-marlin,jul-sept,0,156.5,-24.5
black-marlin,jul-sept,0,157.5,-24.5
black-marlin,jul-sept,0,158.5,-24.5
black-marlin,jul-sept,0,159.5,-24.5
black-marlin,jul-sept,0,160.5,-24.5
black-marlin,jul-sept,0,161.5,-24.5
black-marlin,jul-sept,0,163.5,-24.5
black-marlin,jul-sept,0,168.5,-24.5
black-marlin,jul-sept,0,169.5,-24.5
black-marlin,jul-sept,0,170.5,-24.5
black-marlin,jul-sept,0,174.5,-24.5
black-marlin,jul-sept,0,175.5,-24.5
black-marlin,jul-sept,0,-177.5,-23.5
black-marlin,jul-sept,0,111.5,-23.5
black-marlin,jul-sept,0,112.5,-23.5
black-marlin,jul-sept,0,113.5,-23.5
black-marlin,jul-sept,0,153.5,-23.5
black-marlin,jul-sept,0,154.5,-23.5
black-marlin,jul-sept,0,155.5,-23.5
black-marlin,jul-sept,0,157.5,-23.5
black-marlin,jul-sept,0,158.5,-23.5
black-marlin,jul-sept,0,161.5,-23.5
black-marlin,jul-sept,0,167.5,-23.5
black-marlin,jul-sept,0,168.5,-23.5
black-marlin,jul-sept,0,169.5,-23.5
black-marlin,jul-sept,0,170.5,-23.5
black-marlin,jul-sept,0,111.5,-22.5
black-marlin,jul-sept,0,112.5,-22.5
black-marlin,jul-sept,0,113.5,-22.5
black-marlin,jul-sept,0,153.5,-22.5
black-marlin,jul-sept,0,154.5,-22.5
black-marlin,jul-sept,0,156.5,-22.5
black-marlin,jul-sept,0,158.5,-22.5
black-marlin,jul-sept,0,159.5,-22.5
black-marlin,jul-sept,0,160.5,-22.5
black-marlin,jul-sept,0,161.5,-22.5
black-marlin,jul-sept,0,170.5,-22.5
black-marlin,jul-sept,0,171.5,-22.5
black-marlin,jul-sept,0,172.5,-22.5
black-marlin,jul-sept,0,-177.5,-21.5
black-marlin,jul-sept,0,111.5,-21.5
black-marlin,jul-sept,0,112.5,-21.5
black-marlin,jul-sept,0,113.5,-21.5
black-marlin,jul-sept,0,114.5,-21.5
black-marlin,jul-sept,0,155.5,-21.5
black-marlin,jul-sept,0,156.5,-21.5
black-marlin,jul-sept,0,161.5,-21.5
black-marlin,jul-sept,0,164.5,-21.5
black-marlin,jul-sept,0,-177.5,-20.5
black-marlin,jul-sept,0,113.5,-20.5
black-marlin,jul-sept,0,114.5,-20.5
black-marlin,jul-sept,0,153.5,-20.5
black-marlin,jul-sept,0,155.5,-20.5
black-marlin,jul-sept,0,156.5,-20.5
black-marlin,jul-sept,0,157.5,-20.5
black-marlin,jul-sept,0,169.5,-20.5
black-marlin,jul-sept,0,-177.5,-19.5
black-marlin,jul-sept,0,-176.5,-19.5
black-marlin,jul-sept,0,113.5,-19.5
black-marlin,jul-sept,0,114.5,-19.5
black-marlin,jul-sept,0,115.5,-19.5
black-marlin,jul-sept,0,155.5,-19.5
black-marlin,jul-sept,0,156.5,-19.5
black-marlin,jul-sept,0,157.5,-19.5
black-marlin,jul-sept,0,-178.5,-18.5
black-marlin,jul-sept,0,-177.5,-18.5
black-marlin,jul-sept,0,-176.5,-18.5
black-marlin,jul-sept,0,-175.5,-18.5
black-marlin,jul-sept,0,-149.5,-18.5
black-marlin,jul-sept,0,-148.5,-18.5
black-marlin,jul-sept,0,86.5,-18.5
black-marlin,jul-sept,0,91.5,-18.5
black-marlin,jul-sept,0,111.5,-18.5
black-marlin,jul-sept,0,114.5,-18.5
black-marlin,jul-sept,0,115.5,-18.5
black-marlin,jul-sept,0,116.5,-18.5
black-marlin,jul-sept,0,117.5,-18.5
black-marlin,jul-sept,0,118.5,-18.5
black-marlin,jul-sept,0,147.5,-18.5
black-marlin,jul-sept,0,148.5,-18.5
black-marlin,jul-sept,0,149.5,-18.5
black-marlin,jul-sept,0,150.5,-18.5
black-marlin,jul-sept,0,151.5,-18.5
black-marlin,jul-sept,0,152.5,-18.5
black-marlin,jul-sept,0,153.5,-18.5
black-marlin,jul-sept,0,155.5,-18.5
black-marlin,jul-sept,0,156.5,-18.5
black-marlin,jul-sept,0,157.5,-18.5
black-marlin,jul-sept,0,167.5,-18.5
black-marlin,jul-sept,0,-176.5,-17.5
black-marlin,jul-sept,0,-175.5,-17.5
black-marlin,jul-sept,0,-150.5,-17.5
black-marlin,jul-sept,0,-149.5,-17.5
black-marlin,jul-sept,0,-147.5,-17.5
black-marlin,jul-sept,0,95.5,-17.5
black-marlin,jul-sept,0,113.5,-17.5
black-marlin,jul-sept,0,114.5,-17.5
black-marlin,jul-sept,0,115.5,-17.5
black-marlin,jul-sept,0,116.5,-17.5
black-marlin,jul-sept,0,117.5,-17.5
black-marlin,jul-sept,0,118.5,-17.5
black-marlin,jul-sept,0,146.5,-17.5
black-marlin,jul-sept,0,147.5,-17.5
black-marlin,jul-sept,0,150.5,-17.5
black-marlin,jul-sept,0,152.5,-17.5
black-marlin,jul-sept,0,153.5,-17.5
black-marlin,jul-sept,0,157.5,-17.5
black-marlin,jul-sept,0,167.5,-17.5
black-marlin,jul-sept,0,-153.5,-16.5
black-marlin,jul-sept,0,-152.5,-16.5
black-marlin,jul-sept,0,-150.5,-16.5
black-marlin,jul-sept,0,-84.5,-16.5
black-marlin,jul-sept,0,1.5,-16.5
black-marlin,jul-sept,0,99.5,-16.5
black-marlin,jul-sept,0,113.5,-16.5
black-marlin,jul-sept,0,114.5,-16.5
black-marlin,jul-sept,0,115.5,-16.5
black-marlin,jul-sept,0,116.5,-16.5
black-marlin,jul-sept,0,117.5,-16.5
black-marlin,jul-sept,0,118.5,-16.5
black-marlin,jul-sept,0,119.5,-16.5
black-marlin,jul-sept,0,146.5,-16.5
black-marlin,jul-sept,0,147.5,-16.5
black-marlin,jul-sept,0,148.5,-16.5
black-marlin,jul-sept,0,151.5,-16.5
black-marlin,jul-sept,0,155.5,-16.5
black-marlin,jul-sept,0,159.5,-16.5
black-marlin,jul-sept,0,-86.5,-15.5
black-marlin,jul-sept,0,-84.5,-15.5
black-marlin,jul-sept,0,111.5,-15.5
black-marlin,jul-sept,0,112.5,-15.5
black-marlin,jul-sept,0,113.5,-15.5
black-marlin,jul-sept,0,114.5,-15.5
black-marlin,jul-sept,0,115.5,-15.5
black-marlin,jul-sept,0,116.5,-15.5
black-marlin,jul-sept,0,117.5,-15.5
black-marlin,jul-sept,0,118.5,-15.5
black-marlin,jul-sept,0,119.5,-15.5
black-marlin,jul-sept,0,120.5,-15.5
black-marlin,jul-sept,0,146.5,-15.5
black-marlin,jul-sept,0,147.5,-15.5
black-marlin,jul-sept,0,148.5,-15.5
black-marlin,jul-sept,0,150.5,-15.5
black-marlin,jul-sept,0,154.5,-15.5
black-marlin,jul-sept,0,155.5,-15.5
black-marlin,jul-sept,0,156.5,-15.5
black-marlin,jul-sept,0,165.5,-15.5
black-marlin,jul-sept,0,174.5,-15.5
black-marlin,jul-sept,0,-93.5,-14.5
black-marlin,jul-sept,0,-85.5,-14.5
black-marlin,jul-sept,0,107.5,-14.5
black-marlin,jul-sept,0,108.5,-14.5
black-marlin,jul-sept,0,109.5,-14.5
black-marlin,jul-sept,0,110.5,-14.5
black-marlin,jul-sept,0,111.5,-14.5
black-marlin,jul-sept,0,112.5,-14.5
black-marlin,jul-sept,0,113.5,-14.5
black-marlin,jul-sept,0,114.5,-14.5
black-marlin,jul-sept,0,115.5,-14.5
black-marlin,jul-sept,0,116.5,-14.5
black-marlin,jul-sept,0,117.5,-14.5
black-marlin,jul-sept,0,118.5,-14.5
black-marlin,jul-sept,0,119.5,-14.5
black-marlin,jul-sept,0,120.5,-14.5
black-marlin,jul-sept,0,145.5,-14.5
black-marlin,jul-sept,0,146.5,-14.5
black-marlin,jul-sept,0,147.5,-14.5
black-marlin,jul-sept,0,148.5,-14.5
black-marlin,jul-sept,0,150.5,-14.5
black-marlin,jul-sept,0,151.5,-14.5
black-marlin,jul-sept,0,153.5,-14.5
black-marlin,jul-sept,0,154.5,-14.5
black-marlin,jul-sept,0,159.5,-14.5
black-marlin,jul-sept,0,161.5,-14.5
black-marlin,jul-sept,0,164.5,-14.5
black-marlin,jul-sept,0,165.5,-14.5
black-marlin,jul-sept,0,-178.5,-13.5
black-marlin,jul-sept,0,-99.5,-13.5
black-marlin,jul-sept,0,-97.5,-13.5
black-marlin,jul-sept,0,100.5,-13.5
black-marlin,jul-sept,0,101.5,-13.5
black-marlin,jul-sept,0,103.5,-13.5
black-marlin,jul-sept,0,104.5,-13.5
black-marlin,jul-sept,0,108.5,-13.5
black-marlin,jul-sept,0,109.5,-13.5
black-marlin,jul-sept,0,110.5,-13.5
black-marlin,jul-sept,0,111.5,-13.5
black-marlin,jul-sept,0,112.5,-13.5
black-marlin,jul-sept,0,113.5,-13.5
black-marlin,jul-sept,0,114.5,-13.5
black-marlin,jul-sept,0,115.5,-13.5
black-marlin,jul-sept,0,116.5,-13.5
black-marlin,jul-sept,0,117.5,-13.5
black-marlin,jul-sept,0,118.5,-13.5
black-marlin,jul-sept,0,119.5,-13.5
black-marlin,jul-sept,0,120.5,-13.5
black-marlin,jul-sept,0,121.5,-13.5
black-marlin,jul-sept,0,129.5,-13.5
black-marlin,jul-sept,0,144.5,-13.5
black-marlin,jul-sept,0,145.5,-13.5
black-marlin,jul-sept,0,146.5,-13.5
black-marlin,jul-sept,0,147.5,-13.5
black-marlin,jul-sept,0,148.5,-13.5
black-marlin,jul-sept,0,150.5,-13.5
black-marlin,jul-sept,0,151.5,-13.5
black-marlin,jul-sept,0,152.5,-13.5
black-marlin,jul-sept,0,153.5,-13.5
black-marlin,jul-sept,0,154.5,-13.5
black-marlin,jul-sept,0,155.5,-13.5
black-marlin,jul-sept,0,156.5,-13.5
black-marlin,jul-sept,0,158.5,-13.5
black-marlin,jul-sept,0,164.5,-13.5
black-marlin,jul-sept,0,165.5,-13.5
black-marlin,jul-sept,0,169.5,-13.5
black-marlin,jul-sept,0,170.5,-13.5
black-marlin,jul-sept,0,171.5,-13.5
black-marlin,jul-sept,0,173.5,-13.5
black-marlin,jul-sept,0,175.5,-13.5
black-marlin,jul-sept,0,-172.5,-12.5
black-marlin,jul-sept,0,-170.5,-12.5
black-marlin,jul-sept,0,-154.5,-12.5
black-marlin,jul-sept,0,-96.5,-12.5
black-marlin,jul-sept,0,-93.5,-12.5
black-marlin,jul-sept,0,-85.5,-12.5
black-marlin,jul-sept,0,100.5,-12.5
black-marlin,jul-sept,0,101.5,-12.5
black-marlin,jul-sept,0,102.5,-12.5
black-marlin,jul-sept,0,108.5,-12.5
black-marlin,jul-sept,0,109.5,-12.5
black-marlin,jul-sept,0,110.5,-12.5
black-marlin,jul-sept,0,111.5,-12.5
black-marlin,jul-sept,0,112.5,-12.5
black-marlin,jul-sept,0,113.5,-12.5
black-marlin,jul-sept,0,114.5,-12.5
black-marlin,jul-sept,0,115.5,-12.5
black-marlin,jul-sept,0,116.5,-12.5
black-marlin,jul-sept,0,117.5,-12.5
black-marlin,jul-sept,0,118.5,-12.5
black-marlin,jul-sept,0,119.5,-12.5
black-marlin,jul-sept,0,120.5,-12.5
black-marlin,jul-sept,0,121.5,-12.5
black-marlin,jul-sept,0,144.5,-12.5
black-marlin,jul-sept,0,145.5,-12.5
black-marlin,jul-sept,0,146.5,-12.5
black-marlin,jul-sept,0,148.5,-12.5
black-marlin,jul-sept,0,149.5,-12.5
black-marlin,jul-sept,0,150.5,-12.5
black-marlin,jul-sept,0,151.5,-12.5
black-marlin,jul-sept,0,152.5,-12.5
black-marlin,jul-sept,0,153.5,-12.5
black-marlin,jul-sept,0,154.5,-12.5
black-marlin,jul-sept,0,155.5,-12.5
black-marlin,jul-sept,0,156.5,-12.5
black-marlin,jul-sept,0,158.5,-12.5
black-marlin,jul-sept,0,159.5,-12.5
black-marlin,jul-sept,0,164.5,-12.5
black-marlin,jul-sept,0,169.5,-12.5
black-marlin,jul-sept,0,170.5,-12.5
black-marlin,jul-sept,0,172.5,-12.5
black-marlin,jul-sept,0,174.5,-12.5
black-marlin,jul-sept,0,176.5,-12.5
black-marlin,jul-sept,0,-172.5,-11.5
black-marlin,jul-sept,0,-170.5,-11.5
black-marlin,jul-sept,0,-169.5,-11.5
black-marlin,jul-sept,0,-150.5,-11.5
black-marlin,jul-sept,0,-148.5,-11.5
black-marlin,jul-sept,0,-143.5,-11.5
black-marlin,jul-sept,0,-136.5,-11.5
black-marlin,jul-sept,0,-135.5,-11.5
black-marlin,jul-sept,0,-134.5,-11.5
black-marlin,jul-sept,0,-133.5,-11.5
black-marlin,jul-sept,0,-132.5,-11.5
black-marlin,jul-sept,0,-127.5,-11.5
black-marlin,jul-sept,0,-120.5,-11.5
black-marlin,jul-sept,0,-84.5,-11.5
black-marlin,jul-sept,0,1.5,-11.5
black-marlin,jul-sept,0,56.5,-11.5
black-marlin,jul-sept,0,57.5,-11.5
black-marlin,jul-sept,0,58.5,-11.5
black-marlin,jul-sept,0,63.5,-11.5
black-marlin,jul-sept,0,89.5,-11.5
black-marlin,jul-sept,0,90.5,-11.5
black-marlin,jul-sept,0,94.5,-11.5
black-marlin,jul-sept,0,105.5,-11.5
black-marlin,jul-sept,0,109.5,-11.5
black-marlin,jul-sept,0,110.5,-11.5
black-marlin,jul-sept,0,111.5,-11.5
black-marlin,jul-sept,0,112.5,-11.5
black-marlin,jul-sept,0,113.5,-11.5
black-marlin,jul-sept,0,114.5,-11.5
black-marlin,jul-sept,0,115.5,-11.5
black-marlin,jul-sept,0,116.5,-11.5
black-marlin,jul-sept,0,117.5,-11.5
black-marlin,jul-sept,0,118.5,-11.5
black-marlin,jul-sept,0,119.5,-11.5
black-marlin,jul-sept,0,120.5,-11.5
black-marlin,jul-sept,0,121.5,-11.5
black-marlin,jul-sept,0,122.5,-11.5
black-marlin,jul-sept,0,144.5,-11.5
black-marlin,jul-sept,0,145.5,-11.5
black-marlin,jul-sept,0,146.5,-11.5
black-marlin,jul-sept,0,147.5,-11.5
black-marlin,jul-sept,0,148.5,-11.5
black-marlin,jul-sept,0,149.5,-11.5
black-marlin,jul-sept,0,150.5,-11.5
black-marlin,jul-sept,0,151.5,-11.5
black-marlin,jul-sept,0,152.5,-11.5
black-marlin,jul-sept,0,153.5,-11.5
black-marlin,jul-sept,0,154.5,-11.5
black-marlin,jul-sept,0,155.5,-11.5
black-marlin,jul-sept,0,156.5,-11.5
black-marlin,jul-sept,0,157.5,-11.5
black-marlin,jul-sept,0,158.5,-11.5
black-marlin,jul-sept,0,169.5,-11.5
black-marlin,jul-sept,0,171.5,-11.5
black-marlin,jul-sept,0,-178.5,-10.5
black-marlin,jul-sept,0,-160.5,-10.5
black-marlin,jul-sept,0,-154.5,-10.5
black-marlin,jul-sept,0,-153.5,-10.5
black-marlin,jul-sept,0,-151.5,-10.5
black-marlin,jul-sept,0,-150.5,-10.5
black-marlin,jul-sept,0,-149.5,-10.5
black-marlin,jul-sept,0,-148.5,-10.5
black-marlin,jul-sept,0,-147.5,-10.5
black-marlin,jul-sept,0,-144.5,-10.5
black-marlin,jul-sept,0,-143.5,-10.5
black-marlin,jul-sept,0,-142.5,-10.5
black-marlin,jul-sept,0,-140.5,-10.5
black-marlin,jul-sept,0,-131.5,-10.5
black-marlin,jul-sept,0,-127.5,-10.5
black-marlin,jul-sept,0,57.5,-10.5
black-marlin,jul-sept,0,77.5,-10.5
black-marlin,jul-sept,0,81.5,-10.5
black-marlin,jul-sept,0,91.5,-10.5
black-marlin,jul-sept,0,93.5,-10.5
black-marlin,jul-sept,0,94.5,-10.5
black-marlin,jul-sept,0,96.5,-10.5
black-marlin,jul-sept,0,99.5,-10.5
black-marlin,jul-sept,0,100.5,-10.5
black-marlin,jul-sept,0,101.5,-10.5
black-marlin,jul-sept,0,102.5,-10.5
black-marlin,jul-sept,0,103.5,-10.5
black-marlin,jul-sept,0,105.5,-10.5
black-marlin,jul-sept,0,106.5,-10.5
black-marlin,jul-sept,0,107.5,-10.5
black-marlin,jul-sept,0,108.5,-10.5
black-marlin,jul-sept,0,109.5,-10.5
black-marlin,jul-sept,0,110.5,-10.5
black-marlin,jul-sept,0,111.5,-10.5
black-marlin,jul-sept,0,112.5,-10.5
black-marlin,jul-sept,0,113.5,-10.5
black-marlin,jul-sept,0,114.5,-10.5
black-marlin,jul-sept,0,115.5,-10.5
black-marlin,jul-sept,0,116.5,-10.5
black-marlin,jul-sept,0,117.5,-10.5
black-marlin,jul-sept,0,118.5,-10.5
black-marlin,jul-sept,0,119.5,-10.5
black-marlin,jul-sept,0,120.5,-10.5
black-marlin,jul-sept,0,123.5,-10.5
black-marlin,jul-sept,0,124.5,-10.5
black-marlin,jul-sept,0,125.5,-10.5
black-marlin,jul-sept,0,144.5,-10.5
black-marlin,jul-sept,0,145.5,-10.5
black-marlin,jul-sept,0,146.5,-10.5
black-marlin,jul-sept,0,147.5,-10.5
black-marlin,jul-sept,0,148.5,-10.5
black-marlin,jul-sept,0,149.5,-10.5
black-marlin,jul-sept,0,150.5,-10.5
black-marlin,jul-sept,0,151.5,-10.5
black-marlin,jul-sept,0,152.5,-10.5
black-marlin,jul-sept,0,153.5,-10.5
black-marlin,jul-sept,0,154.5,-10.5
black-marlin,jul-sept,0,155.5,-10.5
black-marlin,jul-sept,0,156.5,-10.5
black-marlin,jul-sept,0,157.5,-10.5
black-marlin,jul-sept,0,158.5,-10.5
black-marlin,jul-sept,0,159.5,-10.5
black-marlin,jul-sept,0,161.5,-10.5
black-marlin,jul-sept,0,163.5,-10.5
black-marlin,jul-sept,0,166.5,-10.5
black-marlin,jul-sept,0,167.5,-10.5
black-marlin,jul-sept,0,-161.5,-9.5
black-marlin,jul-sept,0,-149.5,-9.5
black-marlin,jul-sept,0,-148.5,-9.5
black-marlin,jul-sept,0,-145.5,-9.5
black-marlin,jul-sept,0,-142.5,-9.5
black-marlin,jul-sept,0,-141.5,-9.5
black-marlin,jul-sept,0,-138.5,-9.5
black-marlin,jul-sept,0,-136.5,-9.5
black-marlin,jul-sept,0,-134.5,-9.5
black-marlin,jul-sept,0,-90.5,-9.5
black-marlin,jul-sept,0,52.5,-9.5
black-marlin,jul-sept,0,58.5,-9.5
